State,Year,South,StCode,UnemPct,PresApprov,State Year
WestVirginia,2000,0,48,5.5,55,6
WestVirginia,2002,0,48,5.9,82,7
WestVirginia,2003,0,48,6,58,8
WestVirginia,2003,0,48,6,53,9
WestVirginia,2004,0,48,5.3,52,10
WestVirginia,2004,0,48,5.3,52,11
WestVirginia,2004,0,48,5.3,48,12
WestVirginia,2005,0,48,4.9,50,13
WestVirginia,2005,0,48,4.9,44,14
WestVirginia,2005,0,48,4.9,39,15
WestVirginia,2005,0,48,4.9,45,16
WestVirginia,2005,0,48,4.9,44,17
WestVirginia,2005,0,48,4.9,42,18
WestVirginia,2005,0,48,4.9,47,19
WestVirginia,2005,0,48,4.9,43,20
WestVirginia,2006,0,48,4.6,42,21
WestVirginia,2006,0,48,4.6,40,22
WestVirginia,2006,0,48,4.6,37,23
WestVirginia,2006,0,48,4.6,45,24
WestVirginia,2006,0,48,4.6,37,25
WestVirginia,2006,0,48,4.6,39,26
WestVirginia,2006,0,48,4.6,40,27
WestVirginia,2006,0,48,4.6,39,28
WestVirginia,2006,0,48,4.6,46,29
WestVirginia,2006,0,48,4.6,39,30
WestVirginia,2006,0,48,4.6,40,31
WestVirginia,2007,0,48,4.3,25,32
WestVirginia,2007,0,48,4.3,24,33
WestVirginia,2007,0,48,4.3,34,34
WestVirginia,2007,0,48,4.3,37,35
WestVirginia,2007,0,48,4.3,33,36
WestVirginia,2007,0,48,4.3,27,37
WestVirginia,2007,0,48,4.3,32,38
WestVirginia,2007,0,48,4.3,36,39
WestVirginia,2007,0,48,4.3,34,40
WestVirginia,2007,0,48,4.3,35,41
Wisconsin,1993,0,49,4.5,45,1
Wisconsin,1993,0,49,4.5,37,2
Wisconsin,1993,0,49,4.5,57,3
Wisconsin,1993,0,49,4.5,48,4
Wisconsin,1993,0,49,4.5,61,5
Wisconsin,1994,0,49,4.3,42,6
Wisconsin,1994,0,49,4.3,44,7
Wisconsin,1994,0,49,4.3,52,8
Wisconsin,1994,0,49,4.3,43,9
Wisconsin,1994,0,49,4.3,28,10
Wisconsin,1994,0,49,4.3,43,11
Wisconsin,1994,0,49,4.3,40,12
Wisconsin,1995,0,49,3.7,32,13
Wisconsin,1995,0,49,3.7,44,14
Wisconsin,1995,0,49,3.7,45,15
Wisconsin,1995,0,49,3.7,59,16
Wisconsin,1996,0,49,3.6,47,17
Wisconsin,1996,0,49,3.6,45,18
Wisconsin,1996,0,49,3.6,66,19
Wisconsin,1996,0,49,3.6,51,20
Wisconsin,1996,0,49,3.6,53,21
Wisconsin,1997,0,49,3.5,51,22
Wisconsin,1998,0,49,3.3,61,23
Wisconsin,1999,0,49,3.1,67,24
Wisconsin,2000,0,49,3.4,56,25
Wisconsin,2002,0,49,5.3,69,26
Wisconsin,2002,0,49,5.3,61,27
Wisconsin,2003,0,49,5.6,54,28
Wisconsin,2003,0,49,5.6,52,29
Wisconsin,2003,0,49,5.6,53,30
Wisconsin,2003,0,49,5.6,62,31
Wisconsin,2003,0,49,5.6,52,32
Wisconsin,2003,0,49,5.6,54,33
Wisconsin,2003,0,49,5.6,48,34
Wisconsin,2003,0,49,5.6,50,35
Wisconsin,2004,0,49,5,45,36
Wisconsin,2004,0,49,5,48,37
Wisconsin,2004,0,49,5,51,38
Wisconsin,2004,0,49,5,49,39
Wisconsin,2004,0,49,5,48,40
Wisconsin,2004,0,49,5,46,41
Wisconsin,2004,0,49,5,50,42
Wisconsin,2004,0,49,5,54,43
Wisconsin,2004,0,49,5,49,44
Wisconsin,2004,0,49,5,45,45
Wisconsin,2004,0,49,5,48,46
Wisconsin,2004,0,49,5,47,47
Wisconsin,2004,0,49,5,48,48
Wisconsin,2004,0,49,5,48,49
Wisconsin,2005,0,49,4.8,36,50
Wisconsin,2005,0,49,4.8,42,51
Wisconsin,2005,0,49,4.8,40,52
Wisconsin,2005,0,49,4.8,41,53
Wisconsin,2005,0,49,4.8,33,54
Wisconsin,2005,0,49,4.8,36,55
Wisconsin,2005,0,49,4.8,35,56
Wisconsin,2005,0,49,4.8,29,57
Wisconsin,2005,0,49,4.8,41,58
Wisconsin,2005,0,49,4.8,40,59
Wisconsin,2006,0,49,4.7,39,60
Wisconsin,2006,0,49,4.7,44,61
Wisconsin,2006,0,49,4.7,38,62
Wisconsin,2006,0,49,4.7,38,63
Wisconsin,2006,0,49,4.7,38,64
Wisconsin,2006,0,49,4.7,38,65
Wisconsin,2006,0,49,4.7,34,66
Wisconsin,2006,0,49,4.7,36,67
Wisconsin,2006,0,49,4.7,34,68
Wisconsin,2006,0,49,4.7,36,69
Wisconsin,2006,0,49,4.7,36,70
Wisconsin,2006,0,49,4.7,39,71
Wisconsin,2006,0,49,4.7,27,72
Wisconsin,2006,0,49,4.7,37,73
Wisconsin,2006,0,49,4.7,26,74
Wisconsin,2006,0,49,4.7,38,75
Wisconsin,2006,0,49,4.7,39,76
Wisconsin,2007,0,49,4.7,33,77
Wisconsin,2007,0,49,4.7,36,78
Wisconsin,2007,0,49,4.7,32,79
Wisconsin,2007,0,49,4.7,23,80
Wisconsin,2007,0,49,4.7,19,81
Wisconsin,2007,0,49,4.7,35,82
Wisconsin,2007,0,49,4.7,34,83
Wisconsin,2007,0,49,4.7,35,84
Wisconsin,2007,0,49,4.7,33,85
Wisconsin,2008,0,49,4.7,36,86
Wisconsin,2008,0,49,4.7,34,87
Wisconsin,2008,0,49,4.7,30,88
Wisconsin,2008,0,49,4.7,31,89
Wisconsin,2008,0,49,4.7,27,90
Wisconsin,2008,0,49,4.7,29,91
Wisconsin,2008,0,49,4.7,34,92
Wisconsin,2008,0,49,4.7,33,93
Wisconsin,2008,0,49,4.7,34,94
Wisconsin,2008,0,49,4.7,26,95
Wisconsin,2008,0,49,4.7,15,96
Wisconsin,2008,0,49,4.7,32,97
Wisconsin,2008,0,49,4.7,23,98
Wisconsin,2008,0,49,4.7,24,99
Wisconsin,2008,0,49,4.7,31,100
Wisconsin,2008,0,49,4.7,31,101
Wisconsin,2008,0,49,4.7,27,102
Wisconsin,2008,0,49,4.7,32,103
Wyoming,1978,0,50,3,41,1
Wyoming,1980,0,50,4,25,2
Wyoming,1982,0,50,6.1,52,3
Wyoming,1984,0,50,6.3,66,4
Wyoming,1986,0,50,8.9,62,5
Wyoming,1988,0,50,6.6,52,6
Wyoming,1990,0,50,5.3,49,7
Wyoming,1992,0,50,5.7,29,8
Wyoming,1994,0,50,5,29,9
Wyoming,1994,0,50,5,29,10
Wyoming,1994,0,50,5,22,11
Wyoming,1996,0,50,5.2,35,12
Wyoming,1996,0,50,5.2,33,13
Wyoming,1998,0,50,4.9,40,14
Wyoming,1998,0,50,4.9,40,15
Wyoming,2000,0,50,3.8,39,16
Wyoming,2005,0,50,3.7,55,17
Wyoming,2005,0,50,3.7,58,18
Wyoming,2005,0,50,3.7,58,19
Wyoming,2005,0,50,3.7,53,20
Wyoming,2005,0,50,3.7,55,21
Wyoming,2005,0,50,3.7,58,22
Wyoming,2005,0,50,3.7,54,23
Wyoming,2006,0,50,3.3,52,24
Wyoming,2006,0,50,3.3,53,25
Wyoming,2006,0,50,3.3,52,26
Wyoming,2006,0,50,3.3,52,27
Wyoming,2006,0,50,3.3,54,28
Wyoming,2006,0,50,3.3,52,29
Wyoming,2006,0,50,3.3,53,30
Wyoming,2006,0,50,3.3,49,31
Wyoming,2006,0,50,3.3,50,32
Wyoming,2006,0,50,3.3,55,33
Wyoming,2006,0,50,3.3,50,34
Wyoming,2007,0,50,2.9,51,35
Wyoming,2008,0,50,3.1,47,36
